title	anidb	anilist	animenewsnetwork	animeplanet	anisearch	annict	imdb	kaize	kaize_id	kitsu	livechart	myanimelist	nautiljon	nautiljon_id	notify	otakotaku	shikimori	shoboi	silveryasha	simkl	themoviedb	trakt	trakt_type	trakt_season
Ze Tian Ji	13466	101409		fighter-of-the-destiny	12625			ze-tian-ji	19629	12253	7633	31838	ze+tian+ji+5	9242	cxLRhKimR		31838			720237				
Ze Tian Ji (2026)				fighter-of-the-destiny-3d								61562					61562							
Ze Tian Ji 2nd Season	13467	102165		fighter-of-the-destiny-2nd-season	13122			ze-tian-ji-2nd-season	19630	41196	8190	37184			IrHyKiGiR		37184			720239				
Ze Tian Ji 3rd Season	13468	102166		fighter-of-the-destiny-3rd-season	13173			ze-tian-ji-3rd-season	19631	41197	8192	37185			wEoLKmGmR		37185			720241				
Ze Tian Ji 4th Season	14297	108986		fighter-of-the-destiny-4th-season	14523			ze-tian-ji-4th-season	19632	43215	9973	38220			kB-6_IbMR		38220			889929				
Ze Tian Ji 5th Season	15783	115839		fighter-of-the-destiny-5th-season	16100			ze-tian-ji-5th-season	19633	43216	9972	41785			IDHpuIbMg		41785		408	1725973				
Zecchou Rocket		19629			8675							19629					19629							
Zecchou Sanka												56031					56031							
Zegapain	4178	878	6145	zegapain	3544	1073		zegapain	19634	778	6172	878	zegapain	505	zjr0cFmmR		878	792	3863	41025		34586	shows	1
Zegapain ADP	12045	21766	18674	zegapain-adp	11293	4933		zegapain-adp	19635	12012	2127	33048	zegapain+adp	5391	hd-6pFmmg		33048	4356		572144	412382	257797	movies	
Zegapain: 2013-ka Ending 8.3.1												60955					60955							
Zegapain: Memories in the Shell				zegapain-memories-in-the-shell								60954					60954							
Zegapain: Project Resurrection 8.3.1.2015												60956					60956							
Zegapain: STA	18176	168998	32287	zegapain-sta	18690	11105		zegapain-sta	24966	47930	12315	56488			c-bAlNkIg		56488		5213	2245058	1266528	1027682	movies	
Zekkyou Gakkyuu	12744	15891		zekkyou-gakkyuu	8599	15584		zekkyou-gakkyuu	19636	7333	1007	15891	zekkyou+gakkyuu	6854	uaIKtKmig		15891			1573019				
Zekkyou Gakkyuu: Tensei	12063	21792		zekkyou-gakkyuu-tensei	11353	15585		zekkyou-gakkyuu-tensei	19637	12031	2148	33103	zekkyou+gakkyuu+-+tensei	6855	PNPepKiig		33103			573946				
Zekkyō Gakkyū			16804																					
Zen-chan Tsuu-chan		139932			17071							39450					39450							
Zen-chan Two-chan		139932		zen-chan-two-chan				zen-chan-two-chan	19638			39450					39450							
Zen: Grogu to Makkuro Kurosuke	17715	157062	26557	zen-grogu-and-dust-bunnies	17843	11830		zen-grogu-to-makkuro-kurosuke	22227	46724	11609	53599	zen+-+grogu+to+makkuro+kurosuke	11563	mtpDOTFVR		53599			2033898				
Zenbu Wakatteru		106539		scape-escape	13385			zenbu-wakatteru	19639	44475		40816					40816							
Zenchi-teki na Dokusha no Shiten kara	18741	179068	32906	omniscient-reader	19464	13614				49018	12741	59230	zenchi-teki+na+dokusha+no+shiten+kara	12797	99dd2h_Ig		59230			2510234				
